date,campaign_id,campaign_name,platform,impressions,clicks,spend,conversions,revenue
2026-05-05,CAMP-03,Retargeting EU,google,9490,486,112.7,26,1304.96
2026-05-05,CAMP-04,TikTok Summer Vibes,tiktok,27405,456,164.43,10,502.43
2026-05-05,CAMP-05,Google Shopping Feed,google,16242,779,270.71,37,1949.08
2026-05-05,CAMP-06,Meta Retargeting,meta,8022,304,96.28,16,762.18
2026-05-06,CAMP-01,Summer Sale DE,google,14031,397,175.39,21,1040.68
2026-05-06,CAMP-02,Brand Awareness EU,meta,54062,744,240.28,9,384.45
2026-05-06,CAMP-03,Retargeting EU,google,8328,426,98.9,22,1145.2
2026-05-06,CAMP-04,TikTok Summer Vibes,tiktok,27866,464,167.2,11,510.88
2026-05-06,CAMP-05,Google Shopping Feed,google,11814,567,196.9,27,1417.69
2026-05-06,CAMP-06,Meta Retargeting,meta,10174,386,122.09,20,966.57
2026-05-07,CAMP-01,Summer Sale DE,google,12946,366,161.83,19,960.18
2026-05-07,CAMP-02,Brand Awareness EU,meta,44907,618,199.59,7,319.34
2026-05-07,CAMP-03,Retargeting EU,google,9438,483,112.08,25,1297.76
2026-05-07,CAMP-04,TikTok Summer Vibes,tiktok,33751,562,202.51,13,618.78
2026-05-07,CAMP-05,Google Shopping Feed,google,17211,826,286.86,40,2065.42
2026-05-07,CAMP-06,Meta Retargeting,meta,7066,268,84.8,14,671.34
2026-05-08,CAMP-01,Summer Sale DE,google,12494,354,156.18,18,926.69
2026-05-08,CAMP-02,Brand Awareness EU,meta,35257,485,156.7,6,250.72
2026-05-08,CAMP-03,Retargeting EU,google,9438,483,112.08,25,1297.77
2026-05-08,CAMP-04,TikTok Summer Vibes,tiktok,32400,540,194.4,12,594.01
2026-05-08,CAMP-05,Google Shopping Feed,google,18932,908,315.55,44,2271.94
2026-05-08,CAMP-06,Meta Retargeting,meta,10801,410,129.62,21,1026.12
2026-05-09,CAMP-01,Summer Sale DE,google,13736,389,171.7,20,1018.76
2026-05-09,CAMP-02,Brand Awareness EU,meta,59824,824,265.89,10,425.42
2026-05-09,CAMP-03,Retargeting EU,google,9483,486,112.61,26,1303.91
2026-05-09,CAMP-04,TikTok Summer Vibes,tiktok,33586,559,201.52,13,615.75
2026-05-09,CAMP-05,Google Shopping Feed,google,19355,929,322.6,45,2322.7
2026-05-09,CAMP-06,Meta Retargeting,meta,9139,347,109.67,18,868.25
2026-05-10,CAMP-01,Summer Sale DE,google,9912,280,123.91,14,735.18
2026-05-10,CAMP-02,Brand Awareness EU,meta,66038,909,293.5,11,469.6
2026-05-10,CAMP-03,Retargeting EU,google,10088,517,119.8,27,1387.21
2026-05-10,CAMP-04,TikTok Summer Vibes,tiktok,43046,717,258.28,17,789.18
2026-05-10,CAMP-05,Google Shopping Feed,google,14841,712,247.36,34,1781.03
2026-05-10,CAMP-06,Meta Retargeting,meta,10393,394,124.72,20,987.36
2026-05-11,CAMP-01,Summer Sale DE,google,11952,338,149.4,17,886.45
2026-05-11,CAMP-02,Brand Awareness EU,meta,34978,481,155.46,6,248.73
2026-05-11,CAMP-03,Retargeting EU,google,9464,485,112.39,26,1301.34
2026-05-11,CAMP-04,TikTok Summer Vibes,tiktok,31017,516,186.1,12,568.65
2026-05-11,CAMP-05,Google Shopping Feed,google,18953,909,315.89,44,2274.42
2026-05-11,CAMP-06,Meta Retargeting,meta,7868,299,94.42,15,747.51
2026-05-12,CAMP-01,Summer Sale DE,google,10917,309,136.47,16,809.71
2026-05-12,CAMP-02,Brand Awareness EU,meta,39471,543,175.43,7,280.69
2026-05-12,CAMP-03,Retargeting EU,google,6494,332,77.12,17,892.94
2026-05-12,CAMP-04,TikTok Summer Vibes,tiktok,33909,565,203.46,13,621.68
2026-05-12,CAMP-05,Google Shopping Feed,google,10902,523,181.7,25,1308.27
2026-05-12,CAMP-06,Meta Retargeting,meta,11061,420,132.74,22,1050.83
2026-05-13,CAMP-01,Summer Sale DE,google,12084,342,151.05,18,896.26
2026-05-13,CAMP-02,Brand Awareness EU,meta,56488,778,251.06,10,401.7
2026-05-13,CAMP-03,Retargeting EU,google,8684,445,103.12,23,1194.06
2026-05-13,CAMP-04,TikTok Summer Vibes,tiktok,33716,561,202.3,13,618.14
2026-05-13,CAMP-05,Google Shopping Feed,google,11826,567,197.11,27,1419.21
2026-05-13,CAMP-06,Meta Retargeting,meta,10790,410,129.49,21,1025.1
2026-05-14,CAMP-01,Summer Sale DE,google,12115,343,151.44,18,898.55
2026-05-14,CAMP-02,Brand Awareness EU,meta,31930,439,141.91,5,227.06
2026-05-14,CAMP-03,Retargeting EU,google,7424,380,88.17,20,1020.87
2026-05-14,CAMP-04,TikTok Summer Vibes,tiktok,26184,436,157.11,10,480.05
2026-05-14,CAMP-05,Google Shopping Feed,google,10758,516,179.3,25,1290.97
2026-05-14,CAMP-06,Meta Retargeting,meta,11747,446,140.97,23,1116.04
2026-05-15,CAMP-01,Summer Sale DE,google,14388,407,179.86,21,1067.16
2026-05-15,CAMP-02,Brand Awareness EU,meta,38577,531,171.46,6,274.33
2026-05-15,CAMP-03,Retargeting EU,google,7608,389,90.36,20,1046.22
2026-05-15,CAMP-04,TikTok Summer Vibes,tiktok,27455,457,164.73,10,503.34
2026-05-15,CAMP-05,Google Shopping Feed,google,13203,633,220.07,30,1584.47
2026-05-15,CAMP-06,Meta Retargeting,meta,9862,374,118.35,19,936.95
2026-05-16,CAMP-01,Summer Sale DE,google,13395,379,167.44,20,993.5
2026-05-16,CAMP-02,Brand Awareness EU,meta,61209,843,272.04,10,435.27
2026-05-16,CAMP-03,Retargeting EU,google,10263,525,121.87,28,1411.18
2026-05-16,CAMP-04,TikTok Summer Vibes,tiktok,36714,611,220.29,14,673.1
2026-05-16,CAMP-05,Google Shopping Feed,google,15605,749,260.08,36,1872.6
2026-05-16,CAMP-06,Meta Retargeting,meta,13004,494,156.05,26,1235.41
2026-05-17,CAMP-01,Summer Sale DE,google,9852,279,123.16,14,730.75
2026-05-17,CAMP-02,Brand Awareness EU,meta,63257,871,281.15,11,449.83
2026-05-17,CAMP-03,Retargeting EU,google,9942,509,118.07,27,1367.13
2026-05-17,CAMP-04,TikTok Summer Vibes,tiktok,44271,737,265.63,17,811.64
2026-05-17,CAMP-05,Google Shopping Feed,google,18123,869,302.06,42,2174.85
2026-05-17,CAMP-06,Meta Retargeting,meta,10330,392,123.96,20,981.38
2026-05-18,CAMP-01,Summer Sale DE,google,11223,317,140.29,16,832.4
2026-05-18,CAMP-02,Brand Awareness EU,meta,50070,689,222.54,8,356.06
2026-05-18,CAMP-03,Retargeting EU,google,6580,337,78.14,18,904.8
2026-05-18,CAMP-04,TikTok Summer Vibes,tiktok,22687,378,136.13,9,415.94
2026-05-18,CAMP-05,Google Shopping Feed,google,14000,672,233.34,32,1680.04
2026-05-18,CAMP-06,Meta Retargeting,meta,10762,408,129.14,21,1022.39
2026-05-19,CAMP-01,Summer Sale DE,google,10951,310,136.9,16,812.26
2026-05-19,CAMP-02,Brand Awareness EU,meta,53241,733,236.63,9,378.61
2026-05-19,CAMP-03,Retargeting EU,google,6658,341,79.07,18,915.57
2026-05-19,CAMP-04,TikTok Summer Vibes,tiktok,31059,517,186.36,12,569.43
2026-05-19,CAMP-05,Google Shopping Feed,google,15277,733,254.63,35,1833.31
2026-05-19,CAMP-06,Meta Retargeting,meta,12560,477,150.73,25,1193.25
2026-05-20,CAMP-01,Summer Sale DE,google,11588,328,144.85,17,859.45
2026-05-20,CAMP-02,Brand Awareness EU,meta,55261,761,245.61,9,392.97
2026-05-20,CAMP-03,Retargeting EU,google,7268,372,86.31,19,999.41
2026-05-20,CAMP-04,TikTok Summer Vibes,tiktok,33550,559,201.3,13,615.09
2026-05-20,CAMP-05,Google Shopping Feed,google,18701,897,311.7,43,2244.23
2026-05-20,CAMP-06,Meta Retargeting,meta,10680,405,128.16,21,1014.61
2026-05-21,CAMP-01,Summer Sale DE,google,14373,407,179.66,21,1066.0
2026-05-21,CAMP-02,Brand Awareness EU,meta,33499,461,148.89,5,238.22
2026-05-21,CAMP-03,Retargeting EU,google,7468,382,88.69,20,1026.97
2026-05-21,CAMP-04,TikTok Summer Vibes,tiktok,38261,637,229.57,15,701.46
2026-05-21,CAMP-05,Google Shopping Feed,google,14250,684,237.5,33,1710.03
2026-05-21,CAMP-06,Meta Retargeting,meta,7767,295,93.21,15,737.95
2026-05-22,CAMP-01,Summer Sale DE,google,15077,427,188.47,22,1118.27
2026-05-22,CAMP-02,Brand Awareness EU,meta,54270,747,241.2,9,385.92
2026-05-22,CAMP-03,Retargeting EU,google,5710,292,67.81,15,785.2
2026-05-22,CAMP-04,TikTok Summer Vibes,tiktok,22587,376,135.52,9,414.1
2026-05-22,CAMP-05,Google Shopping Feed,google,11379,546,189.65,26,1365.5
2026-05-22,CAMP-06,Meta Retargeting,meta,11361,431,136.34,22,1079.34
2026-05-23,CAMP-01,Summer Sale DE,google,11262,319,140.78,16,835.3
2026-05-23,CAMP-02,Brand Awareness EU,meta,48092,662,213.74,8,341.99
2026-05-23,CAMP-03,Retargeting EU,google,11530,590,136.92,31,1585.38
2026-05-23,CAMP-04,TikTok Summer Vibes,tiktok,34127,568,204.76,13,625.67
2026-05-23,CAMP-05,Google Shopping Feed,google,18172,872,302.87,42,2180.69
2026-05-23,CAMP-06,Meta Retargeting,meta,12641,480,151.7,25,1200.93
2026-05-24,CAMP-01,Summer Sale DE,google,13362,378,167.04,20,991.09
2026-05-24,CAMP-02,Brand Awareness EU,meta,63617,876,282.74,11,452.39
2026-05-24,CAMP-03,Retargeting EU,google,10600,543,125.88,29,1457.53
2026-05-24,CAMP-04,TikTok Summer Vibes,tiktok,36888,614,221.33,14,676.29
2026-05-24,CAMP-05,Google Shopping Feed,google,14293,686,238.22,33,1715.18
2026-05-24,CAMP-06,Meta Retargeting,meta,8165,310,97.98,16,775.68
2026-05-25,CAMP-01,Summer Sale DE,google,10770,305,134.63,16,798.83
2026-05-25,CAMP-02,Brand Awareness EU,meta,52018,716,231.19,9,369.91
2026-05-25,CAMP-03,Retargeting EU,google,9105,466,108.13,25,1251.98
2026-05-25,CAMP-04,TikTok Summer Vibes,tiktok,36423,607,218.54,14,667.76
2026-05-25,CAMP-05,Google Shopping Feed,google,15189,729,253.16,35,1822.74
2026-05-25,CAMP-06,Meta Retargeting,meta,11785,447,141.43,23,1119.65
2026-05-26,CAMP-01,Summer Sale DE,google,13910,394,173.88,20,1031.67
2026-05-26,CAMP-02,Brand Awareness EU,meta,51206,705,295.85,5,254.89
2026-05-26,CAMP-03,Retargeting EU,google,8288,424,98.43,22,1139.68
2026-05-26,CAMP-04,TikTok Summer Vibes,tiktok,38113,635,228.68,15,698.74
2026-05-26,CAMP-05,Google Shopping Feed,google,15625,750,260.43,36,1875.1
2026-05-26,CAMP-06,Meta Retargeting,meta,8848,336,106.18,17,840.58
2026-05-27,CAMP-01,Summer Sale DE,google,12641,358,158.02,18,937.59
2026-05-27,CAMP-02,Brand Awareness EU,meta,51844,714,299.55,5,258.07
2026-05-27,CAMP-03,Retargeting EU,google,6846,350,81.3,18,941.35
2026-05-27,CAMP-04,TikTok Summer Vibes,tiktok,35559,592,213.36,14,651.93
2026-05-27,CAMP-05,Google Shopping Feed,google,17079,819,284.66,39,2049.56
2026-05-27,CAMP-06,Meta Retargeting,meta,12742,484,152.91,25,1210.51
2026-05-28,CAMP-01,Summer Sale DE,google,10080,285,126.0,15,747.61
2026-05-28,CAMP-02,Brand Awareness EU,meta,43393,597,250.72,4,216.01
2026-05-28,CAMP-03,Retargeting EU,google,8291,424,98.47,22,1140.12
2026-05-28,CAMP-04,TikTok Summer Vibes,tiktok,31593,526,189.56,12,579.21
2026-05-28,CAMP-05,Google Shopping Feed,google,18444,885,307.41,43,2213.32
2026-05-28,CAMP-06,Meta Retargeting,meta,12743,484,152.93,25,1210.67
2026-05-29,CAMP-01,Summer Sale DE,google,11343,321,141.8,17,841.32
2026-05-29,CAMP-02,Brand Awareness EU,meta,37306,513,215.55,3,185.7
2026-05-29,CAMP-03,Retargeting EU,google,5870,300,69.71,16,807.15
2026-05-29,CAMP-04,TikTok Summer Vibes,tiktok,31159,519,186.96,12,571.25
2026-05-29,CAMP-05,Google Shopping Feed,google,17058,818,284.31,39,2047.01
2026-05-29,CAMP-06,Meta Retargeting,meta,7756,294,93.08,15,736.87
2026-05-30,CAMP-01,Summer Sale DE,google,15705,444,196.32,23,1164.84
2026-05-30,CAMP-02,Brand Awareness EU,meta,51545,710,297.82,5,256.58
2026-05-30,CAMP-03,Retargeting EU,google,10899,558,129.43,29,1498.64
2026-05-30,CAMP-04,TikTok Summer Vibes,tiktok,29446,490,176.68,11,539.84
2026-05-30,CAMP-05,Google Shopping Feed,google,17359,833,289.32,40,2083.08
2026-05-30,CAMP-06,Meta Retargeting,meta,11617,441,139.41,23,1103.69
2026-05-31,CAMP-01,Summer Sale DE,google,16405,464,205.07,24,1216.75
2026-05-31,CAMP-02,Brand Awareness EU,meta,52641,725,304.15,5,262.04
2026-05-31,CAMP-03,Retargeting EU,google,10691,547,126.96,29,1470.1
2026-05-31,CAMP-04,TikTok Summer Vibes,tiktok,41428,690,248.57,16,759.52
2026-05-31,CAMP-05,Google Shopping Feed,google,15508,744,258.47,36,1861.01
2026-05-31,CAMP-06,Meta Retargeting,meta,12802,486,153.63,25,1216.24
2026-06-01,CAMP-01,Summer Sale DE,google,9474,268,118.43,14,702.7
2026-06-01,CAMP-02,Brand Awareness EU,meta,55554,765,320.98,5,276.54
2026-06-01,CAMP-03,Retargeting EU,google,7364,377,87.45,20,1012.59
2026-06-01,CAMP-04,TikTok Summer Vibes,tiktok,32943,549,197.66,13,603.97
2026-06-01,CAMP-05,Google Shopping Feed,google,16461,790,274.36,38,1975.42
2026-06-01,CAMP-06,Meta Retargeting,meta,10981,417,131.78,21,1043.22
2026-06-02,CAMP-01,Summer Sale DE,google,14682,416,183.54,22,1088.99
2026-06-02,CAMP-02,Brand Awareness EU,meta,35788,493,206.78,3,178.15
2026-06-02,CAMP-03,Retargeting EU,google,9949,509,118.16,27,1368.11
2026-06-02,CAMP-04,TikTok Summer Vibes,tiktok,33904,565,203.43,13,621.58
2026-06-02,CAMP-05,Google Shopping Feed,google,18609,893,310.16,43,2233.16
2026-06-02,CAMP-06,Meta Retargeting,meta,11560,439,138.73,23,1098.28
2026-06-03,CAMP-01,Summer Sale DE,google,9197,260,114.97,13,682.16
2026-06-03,CAMP-02,Brand Awareness EU,meta,37395,515,216.06,3,186.14
2026-06-03,CAMP-03,Retargeting EU,google,6778,347,80.49,18,932.01
2026-06-03,CAMP-04,TikTok Summer Vibes,tiktok,24774,412,148.64,9,454.19
2026-06-03,CAMP-05,Google Shopping Feed,google,14431,692,240.52,33,1731.73
2026-06-03,CAMP-06,Meta Retargeting,meta,10059,382,120.72,20,955.67
2026-06-04,CAMP-01,Summer Sale DE,google,10868,307,135.86,16,806.08
2026-06-04,CAMP-02,Brand Awareness EU,meta,45949,633,265.49,4,228.72
2026-06-04,CAMP-03,Retargeting EU,google,7030,360,83.49,19,966.7
2026-06-04,CAMP-04,TikTok Summer Vibes,tiktok,37958,632,227.75,15,695.9
2026-06-04,CAMP-05,Google Shopping Feed,google,14301,686,238.36,33,1716.2
2026-06-04,CAMP-06,Meta Retargeting,meta,12439,472,149.28,24,1181.79
2026-06-05,CAMP-01,Summer Sale DE,google,13001,368,162.52,19,964.3
2026-06-05,CAMP-02,Brand Awareness EU,meta,45064,620,260.38,4,224.32
2026-06-05,CAMP-03,Retargeting EU,google,8531,437,101.32,23,1173.14
2026-06-05,CAMP-04,TikTok Summer Vibes,tiktok,28186,469,169.12,11,516.74
2026-06-05,CAMP-05,Google Shopping Feed,google,13415,643,223.59,31,1609.86
2026-06-05,CAMP-06,Meta Retargeting,meta,10309,391,123.72,20,979.45
2026-06-06,CAMP-01,Summer Sale DE,google,13631,386,170.39,20,1010.99
2026-06-06,CAMP-02,Brand Awareness EU,meta,44571,614,257.52,4,221.86
2026-06-06,CAMP-03,Retargeting EU,google,7989,409,94.88,21,1098.57
2026-06-06,CAMP-04,TikTok Summer Vibes,tiktok,30886,514,185.32,12,566.26
2026-06-06,CAMP-05,Google Shopping Feed,google,18024,865,300.41,42,2162.95
2026-06-06,CAMP-06,Meta Retargeting,meta,10359,393,124.32,20,984.16
2026-06-07,CAMP-01,Summer Sale DE,google,10317,292,128.96,15,765.18
2026-06-07,CAMP-02,Brand Awareness EU,meta,47322,652,273.42,4,235.56
2026-06-07,CAMP-03,Retargeting EU,google,7547,386,89.63,20,1037.81
2026-06-07,CAMP-04,TikTok Summer Vibes,tiktok,43558,725,261.35,17,798.58
2026-06-07,CAMP-05,Google Shopping Feed,google,15411,739,256.86,35,1849.39
2026-06-07,CAMP-06,Meta Retargeting,meta,10427,396,125.13,20,990.64
2026-06-08,CAMP-01,Summer Sale DE,google,14068,398,175.86,21,1043.41
2026-06-08,CAMP-02,Brand Awareness EU,meta,40403,556,233.44,4,201.12
2026-06-08,CAMP-03,Retargeting EU,google,8616,441,102.32,23,1184.82
2026-06-08,CAMP-04,TikTok Summer Vibes,tiktok,37627,627,225.77,15,689.84
2026-06-08,CAMP-05,Google Shopping Feed,google,16800,806,280.0,39,2016.02
2026-06-08,CAMP-06,Meta Retargeting,meta,9931,377,119.18,19,943.47
2026-06-09,CAMP-01,Summer Sale DE,google,12269,347,153.37,18,910.0
2026-06-09,CAMP-02,Brand Awareness EU,meta,43848,604,253.34,4,218.27
2026-06-09,CAMP-03,Retargeting EU,google,6926,355,82.26,19,952.45
2026-06-09,CAMP-04,TikTok Summer Vibes,tiktok,38405,640,230.43,15,704.1
2026-06-09,CAMP-05,Google Shopping Feed,google,11079,531,184.66,25,1329.52
2026-06-09,CAMP-06,Meta Retargeting,meta,10816,411,129.8,21,1027.58
