order_id,order_date,product_id,product_name,category,quantity,unit_price,cost_price,total_amount,gross_profit,refund_amount,order_status,country,channel
ORD-00774,2026-03-24,PROD-015,Winter Jacket,Clothing,2,129.0,52.0,258.0,154.0,0.0,completed,DE,mobile
ORD-00775,2026-03-24,PROD-016,Yoga Mat,Home,2,29.99,10.0,59.98,39.98,0.0,completed,DE,marketplace
ORD-00776,2026-03-24,PROD-016,Yoga Mat,Home,4,29.99,10.0,119.96,79.96,0.0,completed,CH,web
ORD-00777,2026-03-24,PROD-016,Yoga Mat,Home,1,29.99,10.0,29.99,19.99,0.0,completed,FR,marketplace
ORD-00778,2026-03-24,PROD-017,Stainless Water Bottle,Home,2,19.99,5.5,39.98,28.98,0.0,completed,NL,mobile
ORD-00779,2026-03-24,PROD-017,Stainless Water Bottle,Home,2,19.99,5.5,39.98,28.98,0.0,completed,BE,web
ORD-00780,2026-03-24,PROD-017,Stainless Water Bottle,Home,1,19.99,5.5,19.99,14.49,0.0,completed,DE,web
ORD-00781,2026-03-24,PROD-017,Stainless Water Bottle,Home,1,19.99,5.5,19.99,14.49,0.0,completed,AT,mobile
ORD-00782,2026-03-24,PROD-018,Scented Candle Set,Home,1,24.99,8.0,24.99,16.99,0.0,completed,NL,web
ORD-00783,2026-03-24,PROD-019,Desk Organizer,Home,1,22.99,7.5,22.99,15.49,0.0,completed,CH,mobile
ORD-00784,2026-03-24,PROD-020,Backpack - Travel,Accessories,1,69.99,28.0,69.99,41.99,0.0,completed,DE,web
ORD-00785,2026-03-25,PROD-001,Wireless Headphones,Electronics,1,49.99,22.0,49.99,27.99,0.0,completed,AT,web
ORD-00786,2026-03-25,PROD-001,Wireless Headphones,Electronics,1,49.99,22.0,49.99,27.99,0.0,completed,DE,web
ORD-00787,2026-03-25,PROD-001,Wireless Headphones,Electronics,1,49.99,22.0,49.99,27.99,0.0,completed,AT,marketplace
ORD-00788,2026-03-25,PROD-002,Bluetooth Speaker,Electronics,1,79.99,35.0,79.99,44.99,0.0,completed,AT,marketplace
ORD-00789,2026-03-25,PROD-002,Bluetooth Speaker,Electronics,2,79.99,35.0,159.98,89.98,0.0,completed,BE,mobile
ORD-00790,2026-03-25,PROD-003,USB-C Charging Cable,Electronics,3,9.99,2.5,29.97,22.47,0.0,completed,AT,web
ORD-00791,2026-03-25,PROD-003,USB-C Charging Cable,Electronics,3,9.99,2.5,29.97,22.47,0.0,completed,DE,marketplace
ORD-00792,2026-03-25,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,FR,web
ORD-00793,2026-03-25,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,DE,marketplace
ORD-00794,2026-03-25,PROD-004,Laptop Stand,Electronics,1,34.99,14.0,34.99,20.99,0.0,completed,FR,marketplace
ORD-00795,2026-03-25,PROD-004,Laptop Stand,Electronics,1,34.99,14.0,34.99,20.99,0.0,completed,AT,mobile
ORD-00796,2026-03-25,PROD-005,Phone Case - Classic,Accessories,2,12.5,3.2,25.0,18.6,0.0,completed,NL,web
ORD-00797,2026-03-25,PROD-005,Phone Case - Classic,Accessories,1,12.5,3.2,12.5,9.3,0.0,completed,DE,web
ORD-00798,2026-03-25,PROD-005,Phone Case - Classic,Accessories,2,12.5,3.2,25.0,18.6,0.0,completed,CH,web
ORD-00799,2026-03-25,PROD-005,Phone Case - Classic,Accessories,1,12.5,3.2,12.5,9.3,0.0,completed,CH,web
ORD-00800,2026-03-25,PROD-005,Phone Case - Classic,Accessories,1,12.5,3.2,12.5,9.3,0.0,completed,AT,mobile
ORD-00801,2026-03-25,PROD-006,Phone Case - Premium,Accessories,1,24.99,8.0,24.99,16.99,0.0,completed,DE,marketplace
ORD-00802,2026-03-25,PROD-006,Phone Case - Premium,Accessories,1,24.99,8.0,24.99,16.99,0.0,completed,DE,web
ORD-00803,2026-03-25,PROD-006,Phone Case - Premium,Accessories,2,24.99,8.0,49.98,33.98,0.0,completed,DE,mobile
ORD-00804,2026-03-25,PROD-007,Leather Wallet,Accessories,1,39.99,15.0,39.99,24.99,0.0,completed,FR,mobile
ORD-00805,2026-03-25,PROD-007,Leather Wallet,Accessories,4,39.99,15.0,159.96,99.96,0.0,completed,NL,marketplace
ORD-00806,2026-03-25,PROD-008,Sunglasses - Aviator,Accessories,1,29.99,10.0,29.99,19.99,0.0,completed,CH,mobile
ORD-00807,2026-03-25,PROD-008,Sunglasses - Aviator,Accessories,1,29.99,10.0,29.99,19.99,29.99,refunded,CH,mobile
ORD-00808,2026-03-25,PROD-008,Sunglasses - Aviator,Accessories,3,29.99,10.0,89.97,59.97,0.0,completed,NL,marketplace
ORD-00809,2026-03-25,PROD-009,Running Shoes - Pro,Footwear,2,89.0,35.0,178.0,108.0,0.0,completed,DE,web
ORD-00810,2026-03-25,PROD-009,Running Shoes - Pro,Footwear,2,89.0,35.0,178.0,108.0,0.0,completed,DE,mobile
ORD-00811,2026-03-25,PROD-009,Running Shoes - Pro,Footwear,3,89.0,35.0,267.0,162.0,0.0,completed,BE,marketplace
ORD-00812,2026-03-25,PROD-010,Trail Hiking Boots,Footwear,1,119.0,48.0,119.0,71.0,0.0,completed,DE,mobile
ORD-00813,2026-03-25,PROD-011,Casual Sneakers,Footwear,1,59.99,22.0,59.99,37.99,0.0,completed,DE,mobile
ORD-00814,2026-03-25,PROD-011,Casual Sneakers,Footwear,3,59.99,22.0,179.97,113.97,0.0,completed,AT,mobile
ORD-00815,2026-03-25,PROD-011,Casual Sneakers,Footwear,1,59.99,22.0,59.99,37.99,0.0,completed,CH,web
ORD-00816,2026-03-25,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,DE,mobile
ORD-00817,2026-03-25,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,DE,mobile
ORD-00818,2026-03-25,PROD-012,Cotton T-Shirt,Clothing,3,19.99,6.0,59.97,41.97,0.0,completed,DE,web
ORD-00819,2026-03-25,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,CH,marketplace
ORD-00820,2026-03-25,PROD-013,Slim Fit Jeans,Clothing,1,49.99,18.0,49.99,31.99,0.0,completed,FR,web
ORD-00821,2026-03-25,PROD-013,Slim Fit Jeans,Clothing,1,49.99,18.0,49.99,31.99,49.99,refunded,AT,web
ORD-00822,2026-03-25,PROD-013,Slim Fit Jeans,Clothing,1,49.99,18.0,49.99,31.99,0.0,completed,CH,marketplace
ORD-00823,2026-03-25,PROD-013,Slim Fit Jeans,Clothing,1,49.99,18.0,49.99,31.99,0.0,completed,BE,web
ORD-00824,2026-03-25,PROD-014,Hoodie - Oversized,Clothing,1,44.99,16.0,44.99,28.99,0.0,completed,NL,web
ORD-00825,2026-03-25,PROD-014,Hoodie - Oversized,Clothing,1,44.99,16.0,44.99,28.99,0.0,completed,DE,mobile
ORD-00826,2026-03-25,PROD-014,Hoodie - Oversized,Clothing,2,44.99,16.0,89.98,57.98,0.0,completed,FR,mobile
ORD-00827,2026-03-25,PROD-014,Hoodie - Oversized,Clothing,1,44.99,16.0,44.99,28.99,0.0,completed,AT,web
ORD-00828,2026-03-25,PROD-015,Winter Jacket,Clothing,4,129.0,52.0,516.0,308.0,0.0,completed,AT,web
ORD-00829,2026-03-25,PROD-016,Yoga Mat,Home,1,29.99,10.0,29.99,19.99,0.0,completed,DE,web
ORD-00830,2026-03-25,PROD-016,Yoga Mat,Home,3,29.99,10.0,89.97,59.97,0.0,completed,AT,web
ORD-00831,2026-03-25,PROD-017,Stainless Water Bottle,Home,1,19.99,5.5,19.99,14.49,0.0,completed,AT,marketplace
ORD-00832,2026-03-25,PROD-017,Stainless Water Bottle,Home,2,19.99,5.5,39.98,28.98,0.0,completed,AT,web
ORD-00833,2026-03-25,PROD-018,Scented Candle Set,Home,2,24.99,8.0,49.98,33.98,0.0,completed,AT,web
ORD-00834,2026-03-25,PROD-018,Scented Candle Set,Home,3,24.99,8.0,74.97,50.97,0.0,completed,DE,marketplace
ORD-00835,2026-03-25,PROD-019,Desk Organizer,Home,2,22.99,7.5,45.98,30.98,0.0,completed,DE,web
ORD-00836,2026-03-25,PROD-020,Backpack - Travel,Accessories,1,69.99,28.0,69.99,41.99,0.0,completed,DE,mobile
ORD-00837,2026-03-26,PROD-001,Wireless Headphones,Electronics,2,49.99,22.0,99.98,55.98,0.0,completed,AT,web
ORD-00838,2026-03-26,PROD-001,Wireless Headphones,Electronics,1,49.99,22.0,49.99,27.99,0.0,completed,FR,web
ORD-00839,2026-03-26,PROD-001,Wireless Headphones,Electronics,1,49.99,22.0,49.99,27.99,0.0,completed,DE,mobile
ORD-00840,2026-03-26,PROD-002,Bluetooth Speaker,Electronics,1,79.99,35.0,79.99,44.99,0.0,completed,DE,marketplace
ORD-00841,2026-03-26,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,NL,web
ORD-00842,2026-03-26,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,BE,marketplace
ORD-00843,2026-03-26,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,CH,mobile
ORD-00844,2026-03-26,PROD-003,USB-C Charging Cable,Electronics,2,9.99,2.5,19.98,14.98,0.0,completed,NL,web
ORD-00845,2026-03-26,PROD-003,USB-C Charging Cable,Electronics,2,9.99,2.5,19.98,14.98,0.0,completed,AT,mobile
ORD-00846,2026-03-26,PROD-004,Laptop Stand,Electronics,1,34.99,14.0,34.99,20.99,0.0,completed,FR,mobile
ORD-00847,2026-03-26,PROD-005,Phone Case - Classic,Accessories,1,12.5,3.2,12.5,9.3,0.0,completed,CH,web
ORD-00848,2026-03-26,PROD-005,Phone Case - Classic,Accessories,2,12.5,3.2,25.0,18.6,0.0,completed,DE,web
ORD-00849,2026-03-26,PROD-005,Phone Case - Classic,Accessories,1,12.5,3.2,12.5,9.3,0.0,completed,FR,marketplace
ORD-00850,2026-03-26,PROD-005,Phone Case - Classic,Accessories,2,12.5,3.2,25.0,18.6,0.0,completed,AT,web
ORD-00851,2026-03-26,PROD-006,Phone Case - Premium,Accessories,1,24.99,8.0,24.99,16.99,0.0,completed,FR,web
ORD-00852,2026-03-26,PROD-006,Phone Case - Premium,Accessories,1,24.99,8.0,24.99,16.99,0.0,completed,NL,mobile
ORD-00853,2026-03-26,PROD-007,Leather Wallet,Accessories,1,39.99,15.0,39.99,24.99,0.0,completed,FR,web
ORD-00854,2026-03-26,PROD-007,Leather Wallet,Accessories,3,39.99,15.0,119.97,74.97,0.0,completed,DE,mobile
ORD-00855,2026-03-26,PROD-008,Sunglasses - Aviator,Accessories,1,29.99,10.0,29.99,19.99,29.99,refunded,NL,mobile
ORD-00856,2026-03-26,PROD-008,Sunglasses - Aviator,Accessories,1,29.99,10.0,29.99,19.99,0.0,completed,DE,mobile
ORD-00857,2026-03-26,PROD-008,Sunglasses - Aviator,Accessories,1,29.99,10.0,29.99,19.99,0.0,completed,AT,web
ORD-00858,2026-03-26,PROD-009,Running Shoes - Pro,Footwear,2,89.0,35.0,178.0,108.0,0.0,completed,FR,web
ORD-00859,2026-03-26,PROD-009,Running Shoes - Pro,Footwear,1,89.0,35.0,89.0,54.0,0.0,completed,DE,web
ORD-00860,2026-03-26,PROD-010,Trail Hiking Boots,Footwear,2,119.0,48.0,238.0,142.0,0.0,completed,NL,mobile
ORD-00861,2026-03-26,PROD-011,Casual Sneakers,Footwear,1,59.99,22.0,59.99,37.99,0.0,completed,AT,web
ORD-00862,2026-03-26,PROD-011,Casual Sneakers,Footwear,1,59.99,22.0,59.99,37.99,0.0,completed,NL,web
ORD-00863,2026-03-26,PROD-011,Casual Sneakers,Footwear,4,59.99,22.0,239.96,151.96,239.96,refunded,DE,web
ORD-00864,2026-03-26,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,DE,web
ORD-00865,2026-03-26,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,CH,mobile
ORD-00866,2026-03-26,PROD-012,Cotton T-Shirt,Clothing,2,19.99,6.0,39.98,27.98,0.0,completed,BE,marketplace
ORD-00867,2026-03-26,PROD-012,Cotton T-Shirt,Clothing,2,19.99,6.0,39.98,27.98,0.0,completed,DE,mobile
ORD-00868,2026-03-26,PROD-012,Cotton T-Shirt,Clothing,2,19.99,6.0,39.98,27.98,0.0,completed,DE,mobile
ORD-00869,2026-03-26,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,DE,web
ORD-00870,2026-03-26,PROD-013,Slim Fit Jeans,Clothing,1,49.99,18.0,49.99,31.99,0.0,completed,FR,web
ORD-00871,2026-03-26,PROD-013,Slim Fit Jeans,Clothing,1,49.99,18.0,49.99,31.99,0.0,completed,AT,mobile
ORD-00872,2026-03-26,PROD-013,Slim Fit Jeans,Clothing,1,49.99,18.0,49.99,31.99,0.0,completed,DE,marketplace
ORD-00873,2026-03-26,PROD-014,Hoodie - Oversized,Clothing,4,44.99,16.0,179.96,115.96,0.0,completed,CH,web
ORD-00874,2026-03-26,PROD-014,Hoodie - Oversized,Clothing,3,44.99,16.0,134.97,86.97,0.0,completed,DE,web
ORD-00875,2026-03-26,PROD-014,Hoodie - Oversized,Clothing,1,44.99,16.0,44.99,28.99,0.0,completed,DE,marketplace
ORD-00876,2026-03-26,PROD-014,Hoodie - Oversized,Clothing,2,44.99,16.0,89.98,57.98,0.0,completed,FR,marketplace
ORD-00877,2026-03-26,PROD-015,Winter Jacket,Clothing,4,129.0,52.0,516.0,308.0,0.0,completed,NL,mobile
ORD-00878,2026-03-26,PROD-016,Yoga Mat,Home,1,29.99,10.0,29.99,19.99,0.0,completed,DE,web
ORD-00879,2026-03-26,PROD-016,Yoga Mat,Home,1,29.99,10.0,29.99,19.99,0.0,completed,BE,mobile
ORD-00880,2026-03-26,PROD-016,Yoga Mat,Home,1,29.99,10.0,29.99,19.99,0.0,completed,BE,mobile
ORD-00881,2026-03-26,PROD-017,Stainless Water Bottle,Home,1,19.99,5.5,19.99,14.49,0.0,completed,NL,marketplace
ORD-00882,2026-03-26,PROD-017,Stainless Water Bottle,Home,1,19.99,5.5,19.99,14.49,0.0,completed,AT,web
ORD-00883,2026-03-26,PROD-018,Scented Candle Set,Home,3,24.99,8.0,74.97,50.97,0.0,completed,BE,web
ORD-00884,2026-03-26,PROD-018,Scented Candle Set,Home,1,24.99,8.0,24.99,16.99,0.0,completed,FR,web
ORD-00885,2026-03-26,PROD-019,Desk Organizer,Home,2,22.99,7.5,45.98,30.98,0.0,completed,DE,marketplace
ORD-00886,2026-03-26,PROD-020,Backpack - Travel,Accessories,2,69.99,28.0,139.98,83.98,0.0,completed,AT,web
ORD-00887,2026-03-26,PROD-020,Backpack - Travel,Accessories,1,69.99,28.0,69.99,41.99,0.0,completed,AT,marketplace
ORD-00888,2026-03-27,PROD-001,Wireless Headphones,Electronics,1,49.99,22.0,49.99,27.99,0.0,completed,BE,web
ORD-00889,2026-03-27,PROD-001,Wireless Headphones,Electronics,1,49.99,22.0,49.99,27.99,0.0,completed,DE,mobile
ORD-00890,2026-03-27,PROD-001,Wireless Headphones,Electronics,1,49.99,22.0,49.99,27.99,0.0,completed,AT,web
ORD-00891,2026-03-27,PROD-001,Wireless Headphones,Electronics,2,49.99,22.0,99.98,55.98,0.0,completed,BE,mobile
ORD-00892,2026-03-27,PROD-002,Bluetooth Speaker,Electronics,1,79.99,35.0,79.99,44.99,0.0,completed,CH,web
ORD-00893,2026-03-27,PROD-002,Bluetooth Speaker,Electronics,2,79.99,35.0,159.98,89.98,0.0,completed,AT,web
ORD-00894,2026-03-27,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,DE,mobile
ORD-00895,2026-03-27,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,DE,web
ORD-00896,2026-03-27,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,DE,web
ORD-00897,2026-03-27,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,AT,web
ORD-00898,2026-03-27,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,DE,marketplace
ORD-00899,2026-03-27,PROD-004,Laptop Stand,Electronics,5,34.99,14.0,174.95,104.95,0.0,completed,AT,mobile
ORD-00900,2026-03-27,PROD-005,Phone Case - Classic,Accessories,1,12.5,3.2,12.5,9.3,0.0,completed,DE,mobile
ORD-00901,2026-03-27,PROD-005,Phone Case - Classic,Accessories,1,12.5,3.2,12.5,9.3,0.0,completed,AT,mobile
ORD-00902,2026-03-27,PROD-005,Phone Case - Classic,Accessories,1,12.5,3.2,12.5,9.3,0.0,completed,DE,mobile
ORD-00903,2026-03-27,PROD-005,Phone Case - Classic,Accessories,3,12.5,3.2,37.5,27.9,0.0,completed,DE,web
ORD-00904,2026-03-27,PROD-005,Phone Case - Classic,Accessories,3,12.5,3.2,37.5,27.9,0.0,completed,DE,mobile
ORD-00905,2026-03-27,PROD-006,Phone Case - Premium,Accessories,2,24.99,8.0,49.98,33.98,0.0,completed,NL,web
ORD-00906,2026-03-27,PROD-006,Phone Case - Premium,Accessories,2,24.99,8.0,49.98,33.98,0.0,completed,DE,web
ORD-00907,2026-03-27,PROD-006,Phone Case - Premium,Accessories,2,24.99,8.0,49.98,33.98,0.0,completed,DE,marketplace
ORD-00908,2026-03-27,PROD-007,Leather Wallet,Accessories,1,39.99,15.0,39.99,24.99,0.0,completed,DE,web
ORD-00909,2026-03-27,PROD-008,Sunglasses - Aviator,Accessories,1,29.99,10.0,29.99,19.99,0.0,completed,CH,web
ORD-00910,2026-03-27,PROD-008,Sunglasses - Aviator,Accessories,1,29.99,10.0,29.99,19.99,0.0,completed,DE,mobile
ORD-00911,2026-03-27,PROD-009,Running Shoes - Pro,Footwear,1,89.0,35.0,89.0,0.0,89.0,cancelled,NL,mobile
ORD-00912,2026-03-27,PROD-009,Running Shoes - Pro,Footwear,3,89.0,35.0,267.0,162.0,0.0,completed,DE,web
ORD-00913,2026-03-27,PROD-009,Running Shoes - Pro,Footwear,1,89.0,35.0,89.0,54.0,0.0,completed,FR,mobile
ORD-00914,2026-03-27,PROD-009,Running Shoes - Pro,Footwear,1,89.0,35.0,89.0,54.0,0.0,completed,NL,web
ORD-00915,2026-03-27,PROD-010,Trail Hiking Boots,Footwear,2,119.0,48.0,238.0,142.0,0.0,completed,DE,web
ORD-00916,2026-03-27,PROD-011,Casual Sneakers,Footwear,1,59.99,22.0,59.99,37.99,0.0,completed,DE,mobile
ORD-00917,2026-03-27,PROD-011,Casual Sneakers,Footwear,3,59.99,22.0,179.97,113.97,0.0,completed,AT,marketplace
ORD-00918,2026-03-27,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,NL,web
ORD-00919,2026-03-27,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,CH,mobile
ORD-00920,2026-03-27,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,DE,web
ORD-00921,2026-03-27,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,AT,web
ORD-00922,2026-03-27,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,DE,marketplace
ORD-00923,2026-03-27,PROD-013,Slim Fit Jeans,Clothing,1,49.99,18.0,49.99,31.99,49.99,refunded,BE,marketplace
ORD-00924,2026-03-27,PROD-013,Slim Fit Jeans,Clothing,1,49.99,18.0,49.99,31.99,49.99,refunded,AT,web
ORD-00925,2026-03-27,PROD-013,Slim Fit Jeans,Clothing,1,49.99,18.0,49.99,31.99,49.99,refunded,DE,web
ORD-00926,2026-03-27,PROD-014,Hoodie - Oversized,Clothing,1,44.99,16.0,44.99,28.99,0.0,completed,DE,web
ORD-00927,2026-03-27,PROD-014,Hoodie - Oversized,Clothing,1,44.99,16.0,44.99,28.99,0.0,completed,DE,mobile
ORD-00928,2026-03-27,PROD-014,Hoodie - Oversized,Clothing,3,44.99,16.0,134.97,86.97,0.0,completed,NL,web
ORD-00929,2026-03-27,PROD-015,Winter Jacket,Clothing,1,129.0,52.0,129.0,77.0,0.0,completed,DE,web
ORD-00930,2026-03-27,PROD-016,Yoga Mat,Home,1,29.99,10.0,29.99,19.99,0.0,completed,DE,web
ORD-00931,2026-03-27,PROD-016,Yoga Mat,Home,1,29.99,10.0,29.99,19.99,0.0,completed,DE,web
ORD-00932,2026-03-27,PROD-017,Stainless Water Bottle,Home,2,19.99,5.5,39.98,28.98,0.0,completed,DE,web
ORD-00933,2026-03-27,PROD-017,Stainless Water Bottle,Home,1,19.99,5.5,19.99,14.49,0.0,completed,FR,marketplace
ORD-00934,2026-03-27,PROD-017,Stainless Water Bottle,Home,1,19.99,5.5,19.99,14.49,0.0,completed,DE,marketplace
ORD-00935,2026-03-27,PROD-018,Scented Candle Set,Home,2,24.99,8.0,49.98,33.98,0.0,completed,AT,web
ORD-00936,2026-03-27,PROD-018,Scented Candle Set,Home,2,24.99,8.0,49.98,33.98,0.0,completed,FR,web
ORD-00937,2026-03-27,PROD-018,Scented Candle Set,Home,2,24.99,8.0,49.98,33.98,0.0,completed,FR,web
ORD-00938,2026-03-27,PROD-019,Desk Organizer,Home,1,22.99,7.5,22.99,15.49,0.0,completed,AT,marketplace
ORD-00939,2026-03-27,PROD-019,Desk Organizer,Home,1,22.99,7.5,22.99,15.49,0.0,completed,DE,web
ORD-00940,2026-03-27,PROD-020,Backpack - Travel,Accessories,3,69.99,28.0,209.97,125.97,0.0,completed,DE,mobile
ORD-00941,2026-03-27,PROD-020,Backpack - Travel,Accessories,1,69.99,28.0,69.99,41.99,0.0,completed,FR,web
ORD-00942,2026-03-28,PROD-001,Wireless Headphones,Electronics,1,49.99,22.0,49.99,27.99,0.0,completed,DE,web
ORD-00943,2026-03-28,PROD-001,Wireless Headphones,Electronics,2,49.99,22.0,99.98,55.98,99.98,refunded,DE,mobile
ORD-00944,2026-03-28,PROD-001,Wireless Headphones,Electronics,1,49.99,22.0,49.99,27.99,0.0,completed,DE,web
ORD-00945,2026-03-28,PROD-002,Bluetooth Speaker,Electronics,2,79.99,35.0,159.98,89.98,0.0,completed,BE,mobile
ORD-00946,2026-03-28,PROD-002,Bluetooth Speaker,Electronics,1,79.99,35.0,79.99,44.99,0.0,completed,NL,mobile
ORD-00947,2026-03-28,PROD-003,USB-C Charging Cable,Electronics,5,9.99,2.5,49.95,37.45,0.0,completed,NL,marketplace
ORD-00948,2026-03-28,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,NL,web
ORD-00949,2026-03-28,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,AT,web
ORD-00950,2026-03-28,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,DE,web
ORD-00951,2026-03-28,PROD-003,USB-C Charging Cable,Electronics,1,9.99,2.5,9.99,7.49,0.0,completed,DE,marketplace
ORD-00952,2026-03-28,PROD-004,Laptop Stand,Electronics,1,34.99,14.0,34.99,20.99,0.0,completed,DE,web
ORD-00953,2026-03-28,PROD-004,Laptop Stand,Electronics,1,34.99,14.0,34.99,20.99,34.99,refunded,CH,web
ORD-00954,2026-03-28,PROD-004,Laptop Stand,Electronics,1,34.99,14.0,34.99,20.99,34.99,refunded,FR,mobile
ORD-00955,2026-03-28,PROD-005,Phone Case - Classic,Accessories,2,12.5,3.2,25.0,18.6,0.0,completed,DE,mobile
ORD-00956,2026-03-28,PROD-005,Phone Case - Classic,Accessories,1,12.5,3.2,12.5,9.3,0.0,completed,CH,web
ORD-00957,2026-03-28,PROD-005,Phone Case - Classic,Accessories,2,12.5,3.2,25.0,18.6,0.0,completed,AT,web
ORD-00958,2026-03-28,PROD-005,Phone Case - Classic,Accessories,2,12.5,3.2,25.0,18.6,0.0,completed,FR,web
ORD-00959,2026-03-28,PROD-006,Phone Case - Premium,Accessories,1,24.99,8.0,24.99,16.99,0.0,completed,NL,mobile
ORD-00960,2026-03-28,PROD-006,Phone Case - Premium,Accessories,2,24.99,8.0,49.98,33.98,0.0,completed,DE,mobile
ORD-00961,2026-03-28,PROD-006,Phone Case - Premium,Accessories,1,24.99,8.0,24.99,16.99,0.0,completed,DE,web
ORD-00962,2026-03-28,PROD-006,Phone Case - Premium,Accessories,3,24.99,8.0,74.97,50.97,0.0,completed,FR,web
ORD-00963,2026-03-28,PROD-007,Leather Wallet,Accessories,1,39.99,15.0,39.99,24.99,0.0,completed,NL,marketplace
ORD-00964,2026-03-28,PROD-007,Leather Wallet,Accessories,1,39.99,15.0,39.99,24.99,0.0,completed,DE,web
ORD-00965,2026-03-28,PROD-008,Sunglasses - Aviator,Accessories,1,29.99,10.0,29.99,19.99,0.0,completed,AT,web
ORD-00966,2026-03-28,PROD-008,Sunglasses - Aviator,Accessories,1,29.99,10.0,29.99,19.99,0.0,completed,CH,web
ORD-00967,2026-03-28,PROD-008,Sunglasses - Aviator,Accessories,2,29.99,10.0,59.98,39.98,0.0,completed,DE,mobile
ORD-00968,2026-03-28,PROD-008,Sunglasses - Aviator,Accessories,1,29.99,10.0,29.99,19.99,0.0,completed,NL,marketplace
ORD-00969,2026-03-28,PROD-009,Running Shoes - Pro,Footwear,1,89.0,35.0,89.0,54.0,0.0,completed,DE,marketplace
ORD-00970,2026-03-28,PROD-009,Running Shoes - Pro,Footwear,1,89.0,35.0,89.0,54.0,0.0,completed,DE,marketplace
ORD-00971,2026-03-28,PROD-009,Running Shoes - Pro,Footwear,1,89.0,35.0,89.0,54.0,0.0,completed,NL,web
ORD-00972,2026-03-28,PROD-010,Trail Hiking Boots,Footwear,1,119.0,48.0,119.0,71.0,0.0,completed,NL,marketplace
ORD-00973,2026-03-28,PROD-010,Trail Hiking Boots,Footwear,1,119.0,48.0,119.0,71.0,0.0,completed,AT,web
ORD-00974,2026-03-28,PROD-011,Casual Sneakers,Footwear,1,59.99,22.0,59.99,37.99,0.0,completed,BE,web
ORD-00975,2026-03-28,PROD-011,Casual Sneakers,Footwear,1,59.99,22.0,59.99,37.99,0.0,completed,FR,web
ORD-00976,2026-03-28,PROD-011,Casual Sneakers,Footwear,2,59.99,22.0,119.98,75.98,0.0,completed,DE,mobile
ORD-00977,2026-03-28,PROD-011,Casual Sneakers,Footwear,1,59.99,22.0,59.99,37.99,0.0,completed,DE,web
ORD-00978,2026-03-28,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,DE,marketplace
ORD-00979,2026-03-28,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,BE,mobile
ORD-00980,2026-03-28,PROD-012,Cotton T-Shirt,Clothing,2,19.99,6.0,39.98,27.98,0.0,completed,DE,marketplace
ORD-00981,2026-03-28,PROD-012,Cotton T-Shirt,Clothing,2,19.99,6.0,39.98,27.98,0.0,completed,BE,mobile
ORD-00982,2026-03-28,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,CH,web
ORD-00983,2026-03-28,PROD-012,Cotton T-Shirt,Clothing,1,19.99,6.0,19.99,13.99,0.0,completed,DE,marketplace
ORD-00984,2026-03-28,PROD-013,Slim Fit Jeans,Clothing,3,49.99,18.0,149.97,95.97,0.0,completed,NL,mobile
